SN,en,new,,,,,,,,,,,,,,,,,,,,,,,
917,to move slightly towards the side,चिले,,,,,,,,,,,,,,,,,,,,,,,
918,hither and thither,थ्य्ज्यां,,,,,,,,,,,,,,,,,,,,,,,
919,to come nearer,वये,,,,,,,,,,,,,,,,,,,,,,,
920,nacklace made of cloth worn during a sraddha ceremony,उतरि,,,,,,,,,,,,,,,,,,,,,,,
921,as much as,उति,,,,,,,,,,,,,,,,,,,,,,,
922,to be at equal distance,गेने,,,,,,,,,,,,,,,,,,,,,,,
923,example,उदाहरन​,,,,,,,,,,,,,,,,,,,,,,,
924,wool,उन​,,,,,,,,,,,,,,,,,,,,,,,
925,to make up,छाये,,,,,,,,,,,,,,,,,,,,,,,
926,to thread,उने,,,,,,,,,,,,,,,,,,,,,,,
927,novel or fiction,उपन्यास​,,,,,,,,,,,,,,,,,,,,,,,
928,outer area of a town,उपाकु,,,,,,,,,,,,,,,,,,,,,,,
929,solution,उपाय्,,,,,,,,,,,,,,,,,,,,,,,
930,to walk in a (funeral) procession around the old city limit (held on the 12th day of the bright half of bhadra for the liberation of a family member deceased during the preceding ear) ,उपाकु उले,,,,,,,,,,,,,,,,,,,,,,,
931,to observe a fast,उपाकु उले,,,,,,,,,,,,,,,,,,,,,,,
932,to consult or to ask for advice,उफ्वने,,,,,,,,,,,,,,,,,,,,,,,
933,at that time,उबलय्,,,,,,,,,,,,,,,,,,,,,,,
934,to assemble,उमुने,,,,,,,,,,,,,,,,,,,,,,,Nepali Unicode Converter to Type or Write with Nepali Keyboard
935,during that time,उबाय्त​,,,,,,,,,,,,,,,,,,,,,,,
936,a kind of balance scales for measuring food in the market consisting of a steel or wooden yard with one pan and a counter balance built into the yard,उमु,,,,,,,,,,,,,,,,,,,,,,,
937,whoever or whosoever,उम्ह थुम्ह​,,,,,,,,,,,,,,,,,,,,,,,
938,to became a aged or old,उमेर​,,,,,,,,,,,,,,,,,,,,,,,
939,to dring water by pouring it form a spouted vessel directly into the mouth,उयाये,,,,,,,,,,,,,,,,,,,,,,,
940,to bake,उये,,,,,,,,,,,,,,,,,,,,,,,
941,shooting star,उरः,,,,,,,,,,,,,,,,,,,,,,,
942,to rain continuously for many days,जुये,,,,,,,,,,,,,,,,,,,,,,,
943,if it rains for days on end the river will flow over,उरः जुल कि खुसि बाह भइ,,,,,,,,,,,,,,,,,,,,,,,
944,name of a large group of castes among the buddhist newars ,उराय्,,,,,,,,,,,,,,,,,,,,,,,
945,wood of banyan tree,उलगःर्सि,,,,,,,,,,,,,,,,,,,,,,,
946,species of paddy,उला,,,,,,,,,,,,,,,,,,,,,,,
947,painting,उला उला,,,,,,,,,,,,,,,,,,,,,,,
948,inauguration,उलाज्या,,,,,,,,,,,,,,,,,,,,,,,
949,kind of brownish beaten rice of high quality,उलाबजि,,,,,,,,,,,,,,,,,,,,,,,
950,to gather together,उलाये,,,,,,,,,,,,,,,,,,,,,,,
951,The festival is fun only when the chariots from the seven villages have come together,न्हय्गम्या द्यह खह उलात धाय्व जक जात्रा बाम्लाइ,,,,,,,,,,,,,,,,,,,,,,,
952,so many,उलि,,,,,,,,,,,,,,,,,,,,,,,
953,sensation of itching,उलि उलि,,,,,,,,,,,,,,,,,,,,,,,
954,to feel itchy,उलि उलि मिने,,,,,,,,,,,,,,,,,,,,,,,
955,to wriggle,उलि उलि सने,,,,,,,,,,,,,,,,,,,,,,,
956,the childs hand twitched for eagerness to beat the drum,भ मचाया ल्हाह खिम थायेत उलिउलि सन​,,,,,,,,,,,,,,,,,,,,,,,
957,are you aunty,निनी ख ला ?,,,,,,,,,,,,,,,,,,,,,,,
958,"No, I am aunty's mother-in-law",मखु जि निनी या माजु,,,,,,,,,,,,,,,,,,,,,,,
959,hello mom are you ok,ए ज्वोजलपा माँ,,,,,,,,,,,,,,,,,,,,,,,
960,I'm fine And what about you?,म्ह फु । अले बाबु यात ले ?,,,,,,,,,,,,,,,,,,,,,,,
961,I am fine too. I called to call Nakhtya because he was at home today.,जि न म्ह फू । थौं छें नख्त्या जुगुलिं नखत्या स्ते त फोन यानौउ का ।,,,,,,,,,,,,,,,,,,,,,,,
962,wait I will call him.,आसे न्हि जिं सता बिइ ।,,,,,,,,,,,,,,,,,,,,,,,
963,Sita come down at once.,ए सिता कुने छक वा सा ।,,,,,,,,,,,,,,,,,,,,,,,
964,why mom,छाए माँ ।,,,,,,,,,,,,,,,,,,,,,,,
965,Your call came.,छँगु फोन वोल ।,,,,,,,,,,,,,,,,,,,,,,,
966,coming wait for a while,"वोल न्हि, पल्ख आसे ।",,,,,,,,,,,,,,,,,,,,,,,
967,"Hello aunty, have you had tea?","हेलो निनि, च्या त्वोने धुन ला ?",,,,,,,,,,,,,,,,,,,,,,,
968,ate,त्वोने धुन ।,,,,,,,,,,,,,,,,,,,,,,,
969,Tell uncle to come soon.,पाजु यात न हाईँचा याक्नं झासँ धा न्हि ।,,,,,,,,,,,,,,,,,,,,,,,
970,"I will cook the food, come soon.","जा थुया ते, निनी यक्ना वा न्हि ।",,,,,,,,,,,,,,,,,,,,,,,
971,hair,सं,,,,,,,,,,,,,,,,,,,,,,,
972,I came with a haircut,सं चाना वोयौउ ।,,,,,,,,,,,,,,,,,,,,,,,
973,lets go get a haircut,सं चा हुँ ।,,,,,,,,,,,,,,,,,,,,,,,
974,Hair grew long,सं ता हा-क जुल ।,,,,,,,,,,,,,,,,,,,,,,,
975,said,धासा धाल धाई,,,,,,,,,,,,,,,,,,,,,,,
976,say,धासा,,,,,,,,,,,,,,,,,,,,,,,
977,Say it,धासा धा,,,,,,,,,,,,,,,,,,,,,,,
978,Give me a smile,छ-क मुसुक्क न्हिला बिउ,,,,,,,,,,,,,,,,,,,,,,,
979,I like your smile very much.,छ न्हिलिउ जित तस्कं य ।,,,,,,,,,,,,,,,,,,,,,,,
980,i love to see your smiling,छ न्हिलिउ य ।,,,,,,,,,,,,,,,,,,,,,,,
981,A red dress or kurta or saree suits you.,छंन्त ह्यांगु लं व कुर्ता व पर्सि ल्वो ।,,,,,,,,,,,,,,,,,,,,,,,
982,Red Tika suits you very well.,छंन्त ह्यांगु सिन गयउ तस्कं ल्वो ।,,,,,,,,,,,,,,,,,,,,,,,
983,Ram is in a hurry to go to the toilet.,रामयात खि फाए हथाए जुई ।,,,,,,,,,,,,,,,,,,,,,,,
984,Happy new year.,न्हु दँया भिन्तुना ।,,,,,,,,,,,,,,,,,,,,,,,
985,what's up,छु खँ ?,,,,,,,,,,,,,,,,,,,,,,,
986,Did you ask?,न्यन ला धया ।,,,,,,,,,,,,,,,,,,,,,,,
987,It's like asking.,न्यन थें चोंव ।,,,,,,,,,,,,,,,,,,,,,,,
988,I had a friend when I was little.,मचा बले जिगु छ-म पासा दुउ ।,,,,,,,,,,,,,,,,,,,,,,,
989,That friend went to study in another school.,वो पासा मेगु स्कुलले आख ब्वों वोन ।,,,,,,,,,,,,,,,,,,,,,,,
990,I gave him one of my photos.,जिं उईत जिगु छ्पा फोटो बियौउ ।,,,,,,,,,,,,,,,,,,,,,,,
991,girls,मिस-त,,,,,,,,,,,,,,,,,,,,,,,
992,where is your girl?,छंगु मिसा ग्वो ?,,,,,,,,,,,,,,,,,,,,,,,
993,A girl like a monkey.,माक थें न्या-म मिसा ।,,,,,,,,,,,,,,,,,,,,,,,
994,forgive,माफ यानादिसँ ।,,,,,,,,,,,,,,,,,,,,,,,
995,I will upload the video after a while.,पल्ख लिपा भिडियो अप्लोद याए ।,,,,,,,,,,,,,,,,,,,,,,,
996,Wait a minute.,पल्ख पियादिसँ न्हि ।,,,,,,,,,,,,,,,,,,,,,,,
997,Is the video good?,भिडियो बाँला ला ?,,,,,,,,,,,,,,,,,,,,,,,
998,I have gone,जी वो-न न्हि ।,,,,,,,,,,,,,,,,,,,,,,,
999,"Hey, do you have any tea?",ए साउनी च्या दु ला ?,,,,,,,,,,,,,,,,,,,,,,,
1000,"Oh little one, make some tea",ए कान्छी च्या दाएकी ।,,,,,,,,,,,,,,,,,,,,,,,
1001,Milk Tea,दुरु दुउ च्या,,,,,,,,,,,,,,,,,,,,,,,
1002,Black Tea,हाकुउ च्या,,,,,,,,,,,,,,,,,,,,,,,
,Is it Indrajatra today?,ठौ ईन्द्रजात्रा ख ला ?,,,,,,,,,,,,,,,,,,,,,,,
,lets go to see Indra Jatra,नु ईन्द्रजात्रा स्वो वोने ।,,,,,,,,,,,,,,,,,,,,,,,
,Lakhe,लशिँ – पुलुकिशि,,,,,,,,,,,,,,,,,,,,,,,
,You are like a lakhe,छ लाखे थें चोँ ।,,,,,,,,,,,,,,,,,,,,,,,
,Is your beloved well?,छिमी यज्जु म्ह फु ला ?,,,,,,,,,,,,,,,,,,,,,,,
,I am fine,जी म्ह फु ।,,,,,,,,,,,,,,,,,,,,,,,
